timestamp_utc,symbol,interval,signal,trade_direction,open,high,low,close,candle_dir,total_volume,vol_ratio_vs_avg,delta,delta_ratio,poc_price,max_bull_stacked,max_bear_stacked,confluence_score,confluence_stars,follow_through,is_news_candle
2022-01-01 02:15,BTCUSDT,1m,NONE,—,46845.98,46919.17,46845.97,46903.01,BULL,18.5265,0.369,4.6695,0.252,46845.0,0,0,0,1,N/A,NO
2022-01-01 02:16,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46903.01,46912.14,46903.0,46906.75,BULL,8.9446,0.178,-4.0018,0.4474,46905.0,0,0,0,2,YES,NO
2022-01-01 02:17,BTCUSDT,1m,BULL_ABSORPTION,LONG,46906.76,46915.33,46903.0,46906.45,BEAR,9.8652,0.197,2.202,0.2232,46905.0,0,0,0,2,NO,NO
2022-01-01 02:18,BTCUSDT,1m,NONE,—,46906.45,46907.86,46903.0,46903.01,BEAR,11.7196,0.234,-7.7202,0.6587,46905.0,0,1,0,1,N/A,NO
2022-01-01 02:19,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46903.02,46928.94,46903.01,46914.5,BULL,3.955,0.079,0.842,0.2129,46905.0,0,0,0,2,YES,NO
2022-01-01 02:20,BTCUSDT,1m,BULL_ABSORPTION,LONG,46914.5,46926.39,46903.0,46910.78,BEAR,8.363,0.167,-2.375,0.284,46905.0,0,0,0,2,NO,NO
2022-01-01 02:21,BTCUSDT,1m,BULL_ABSORPTION,LONG,46910.77,46910.78,46876.15,46903.69,BEAR,34.5814,0.689,-21.9688,0.6353,46875.0,0,7,0,3,NO,NO
2022-01-01 02:22,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46903.68,46912.73,46853.14,46863.47,BEAR,12.2472,0.244,-0.9264,0.0756,46855.0,0,0,0,1,YES,NO
2022-01-01 02:23,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46861.99,46884.89,46860.79,46862.96,BULL,11.991,0.239,-1.378,0.1149,46860.0,0,0,0,1,YES,NO
2022-01-01 02:24,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46862.95,46881.53,46836.07,46841.58,BEAR,6.8985,0.138,-0.4563,0.0661,46835.0,0,0,0,1,YES,NO
2022-01-01 02:25,BTCUSDT,1m,BULL_ABSORPTION,LONG,46841.58,46856.06,46828.1,46848.65,BULL,5.4198,0.108,-0.627,0.1157,46830.0,0,0,0,1,NO,NO
2022-01-01 02:26,BTCUSDT,1m,BULL_ABSORPTION,LONG,46848.65,46849.65,46839.45,46844.95,BEAR,5.1026,0.102,-0.3394,0.0665,46840.0,0,0,0,1,YES,NO
2022-01-01 02:27,BTCUSDT,1m,BULL_ABSORPTION,LONG,46844.96,46852.89,46830.81,46850.01,BULL,5.8108,0.116,0.0076,0.0013,46830.0,0,0,0,1,YES,NO
2022-01-01 02:28,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46850.01,46865.84,46850.01,46865.83,BULL,3.5754,0.071,0.1824,0.051,46850.0,0,0,0,1,YES,NO
2022-01-01 02:29,BTCUSDT,1m,CVD_DIV,SHORT,46865.84,46868.04,46826.0,46826.01,BEAR,4.6296,0.092,-1.0824,0.2338,46825.0,0,0,0,1,YES,NO
2022-01-01 02:30,BTCUSDT,1m,BULL_ABSORPTION,LONG,46826.0,46826.01,46815.97,46819.27,BEAR,8.4748,0.169,-1.1932,0.1408,46815.0,0,0,0,1,NO,NO
2022-01-01 02:31,BTCUSDT,1m,BULL_ABSORPTION,LONG,46819.26,46821.59,46801.28,46806.2,BEAR,10.6836,0.213,0.058,0.0054,46800.0,0,0,0,1,NO,NO
2022-01-01 02:32,BTCUSDT,1m,NONE,—,46806.2,46817.88,46786.77,46791.29,BEAR,11.2584,0.224,-1.2612,0.112,46785.0,0,0,0,1,N/A,NO
2022-01-01 02:33,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46791.3,46808.66,46788.01,46793.52,BULL,13.0248,0.26,-0.5288,0.0406,46790.0,0,0,0,1,YES,NO
2022-01-01 02:34,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46793.53,46800.43,46785.0,46788.59,BEAR,5.1297,0.102,-0.8409,0.1639,46785.0,0,0,0,1,YES,NO
2022-01-01 02:35,BTCUSDT,1m,NONE,—,46788.59,46797.59,46787.1,46794.49,BULL,2.5024,0.05,0.3308,0.1322,46785.0,0,0,0,1,N/A,NO
2022-01-01 02:36,BTCUSDT,1m,BULL_ABSORPTION,LONG,46794.49,46794.49,46728.12,46761.09,BEAR,22.1559,0.442,1.6809,0.0759,46730.0,0,0,0,1,NO,NO
2022-01-01 02:37,BTCUSDT,1m,BULL_ABSORPTION,LONG,46757.72,46761.09,46721.96,46741.16,BEAR,9.0088,0.18,-0.612,0.0679,46720.0,0,0,0,2,NO,NO
2022-01-01 02:38,BTCUSDT,1m,BULL_ABSORPTION,LONG,46741.16,46745.18,46733.48,46738.01,BEAR,2.0054,0.04,0.477,0.2379,46735.0,0,0,0,2,YES,NO
2022-01-01 02:39,BTCUSDT,1m,NONE,—,46738.0,46772.16,46734.04,46764.0,BULL,4.5584,0.091,2.2192,0.4868,46735.0,0,0,0,1,N/A,NO
2022-01-01 02:40,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46763.99,46776.47,46759.03,46769.47,BULL,2.1246,0.042,-0.3846,0.181,46760.0,0,0,0,1,NO,NO
2022-01-01 02:41,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46769.47,46792.79,46769.46,46777.27,BULL,6.1585,0.123,-3.6235,0.5884,46770.0,0,5,0,3,NO,NO
2022-01-01 02:42,BTCUSDT,1m,DELTA_DIV,SHORT,46779.23,46792.53,46777.26,46788.77,BULL,4.2768,0.085,-1.3284,0.3106,46775.0,0,0,0,2,NO,NO
2022-01-01 02:43,BTCUSDT,1m,NONE,—,46788.77,46804.89,46788.77,46804.86,BULL,4.7589,0.095,1.6113,0.3386,46790.0,0,0,0,1,N/A,NO
2022-01-01 02:44,BTCUSDT,1m,CVD_DIV,SHORT,46804.86,46804.87,46771.05,46775.91,BEAR,12.4152,0.248,-11.0348,0.8888,46770.0,0,7,0,2,NO,NO
2022-01-01 02:45,BTCUSDT,1m,NONE,—,46775.9,46799.58,46775.9,46799.58,BULL,9.3115,0.186,1.5085,0.162,46775.0,0,0,0,1,N/A,NO
2022-01-01 02:46,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46799.58,46808.34,46794.43,46808.34,BULL,2.9106,0.058,-1.3332,0.458,46795.0,0,0,0,2,NO,NO
2022-01-01 02:47,BTCUSDT,1m,NONE,—,46808.33,46834.49,46808.33,46829.63,BULL,3.94,0.079,0.415,0.1053,46810.0,0,0,0,1,N/A,NO
2022-01-01 02:48,BTCUSDT,1m,BULL_ABSORPTION,LONG,46829.63,46829.63,46801.17,46815.03,BEAR,8.1984,0.163,-5.988,0.7304,46800.0,0,6,0,3,NO,NO
2022-01-01 02:49,BTCUSDT,1m,BULL_ABSORPTION,LONG,46815.02,46815.03,46800.49,46809.58,BEAR,3.5367,0.071,-1.1547,0.3265,46800.0,0,0,0,2,NO,NO
2022-01-01 02:50,BTCUSDT,1m,BULL_ABSORPTION,LONG,46809.59,46812.34,46777.25,46792.86,BEAR,6.0543,0.121,-1.7059,0.2818,46775.0,0,0,0,1,YES,NO
2022-01-01 02:51,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46792.87,46829.05,46792.86,46826.25,BULL,3.7786,0.075,-0.4942,0.1308,46795.0,0,0,0,1,YES,NO
2022-01-01 02:52,BTCUSDT,1m,DELTA_DIV,LONG,46826.26,46830.17,46814.37,46819.26,BEAR,3.8568,0.077,0.9888,0.2564,46815.0,0,0,0,1,YES,NO
2022-01-01 02:53,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46819.26,46826.01,46817.83,46821.96,BULL,3.3466,0.067,-0.9838,0.294,46820.0,0,0,0,2,NO,NO
2022-01-01 02:54,BTCUSDT,1m,DELTA_DIV,SHORT,46821.95,46832.53,46821.95,46825.17,BULL,9.923,0.198,-8.5446,0.8611,46820.0,0,2,0,2,NO,NO
2022-01-01 02:55,BTCUSDT,1m,BULL_INITIATION,LONG,46825.16,46851.0,46825.16,46850.21,BULL,8.333,0.166,6.944,0.8333,46825.0,5,0,0,3,YES,NO
2022-01-01 02:56,BTCUSDT,1m,BULL_ABSORPTION,LONG,46850.21,46860.39,46832.71,46857.41,BULL,6.4776,0.129,-1.2324,0.1903,46835.0,0,0,0,1,NO,NO
2022-01-01 02:57,BTCUSDT,1m,CVD_DIV,SHORT,46857.41,46859.31,46774.72,46775.82,BEAR,14.5333,0.29,-6.9955,0.4813,46775.0,0,0,0,1,NO,NO
2022-01-01 02:58,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46775.82,46798.34,46773.93,46798.34,BULL,5.3135,0.106,2.3355,0.4395,46775.0,0,0,0,1,YES,NO
2022-01-01 02:59,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46798.34,46821.67,46798.33,46811.77,BULL,3.5985,0.072,-1.6765,0.4659,46800.0,0,0,0,2,NO,NO
2022-01-01 03:00,BTCUSDT,1m,BULL_ABSORPTION,LONG,46811.77,46823.11,46803.91,46818.57,BULL,4.5128,0.09,2.6352,0.5839,46805.0,4,0,0,2,NO,NO
2022-01-01 03:01,BTCUSDT,1m,NONE,—,46818.57,46826.63,46810.11,46810.11,BEAR,4.7433,0.095,-2.1231,0.4476,46810.0,0,0,0,1,N/A,NO
2022-01-01 03:02,BTCUSDT,1m,NONE,—,46810.12,46819.74,46786.24,46788.93,BEAR,3.7429,0.075,-1.6793,0.4487,46785.0,0,0,0,1,N/A,NO
2022-01-01 03:03,BTCUSDT,1m,NONE,—,46788.93,46791.25,46761.77,46761.77,BEAR,5.6112,0.112,-0.168,0.0299,46760.0,0,0,0,1,N/A,NO
2022-01-01 03:04,BTCUSDT,1m,CVD_DIV,LONG,46761.77,46800.87,46760.12,46791.99,BULL,6.4368,0.128,3.76,0.5841,46760.0,8,0,0,2,NO,NO
2022-01-01 03:05,BTCUSDT,1m,NONE,—,46791.99,46793.08,46782.35,46782.61,BEAR,1.9776,0.039,0.098,0.0496,46780.0,0,0,0,1,N/A,NO
2022-01-01 03:06,BTCUSDT,1m,NONE,—,46782.61,46802.61,46782.6,46799.71,BULL,2.3552,0.047,0.672,0.2853,46785.0,0,0,0,1,N/A,NO
2022-01-01 03:07,BTCUSDT,1m,NONE,—,46802.59,46821.5,46797.84,46819.87,BULL,7.2375,0.144,2.5855,0.3572,46800.0,0,0,0,1,N/A,NO
2022-01-01 03:08,BTCUSDT,1m,NONE,—,46819.88,46819.88,46802.8,46805.93,BEAR,1.8912,0.038,-1.0842,0.5733,46805.0,0,3,0,1,N/A,NO
2022-01-01 03:09,BTCUSDT,1m,BULL_ABSORPTION,LONG,46805.92,46830.99,46790.6,46830.99,BULL,8.1392,0.162,3.4976,0.4297,46790.0,0,0,0,2,YES,NO
2022-01-01 03:10,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46830.99,46851.56,46828.11,46842.47,BULL,10.859,0.217,7.604,0.7002,46830.0,5,0,0,3,YES,NO
2022-01-01 03:11,BTCUSDT,1m,NONE,—,46842.46,46846.13,46818.86,46818.86,BEAR,4.5565,0.091,-1.9745,0.4333,46820.0,0,0,0,1,N/A,NO
2022-01-01 03:12,BTCUSDT,1m,BULL_ABSORPTION,LONG,46818.87,46830.17,46806.89,46830.12,BULL,4.8415,0.097,1.8025,0.3723,46805.0,0,0,0,1,NO,NO
2022-01-01 03:13,BTCUSDT,1m,NONE,—,46830.12,46841.1,46806.88,46806.89,BEAR,4.8356,0.096,-1.8354,0.3796,46805.0,0,0,0,1,N/A,NO
2022-01-01 03:14,BTCUSDT,1m,NONE,—,46806.88,46833.64,46806.88,46826.1,BULL,6.509,0.13,-0.526,0.0808,46805.0,0,0,0,1,N/A,NO
2022-01-01 03:15,BTCUSDT,1m,BULL_ABSORPTION,LONG,46826.11,46847.39,46807.66,46846.13,BULL,5.1088,0.102,1.68,0.3288,46810.0,0,0,0,1,YES,NO
2022-01-01 03:16,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46846.13,46916.63,46846.12,46887.55,BULL,35.0882,0.7,29.9138,0.8525,46845.0,14,0,0,3,NO,NO
2022-01-01 03:17,BTCUSDT,1m,BULL_ABSORPTION,LONG,46887.55,46896.7,46880.97,46888.0,BULL,2.4036,0.048,-0.2142,0.0891,46880.0,0,0,0,1,NO,NO
2022-01-01 03:18,BTCUSDT,1m,BULL_ABSORPTION,LONG,46888.01,46888.01,46880.99,46886.02,BEAR,3.849,0.077,-1.5672,0.4072,46880.0,0,0,0,1,YES,NO
2022-01-01 03:19,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46886.02,46905.09,46886.02,46888.07,BULL,27.6412,0.551,-16.2404,0.5875,46885.0,0,4,0,3,YES,NO
2022-01-01 03:20,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46888.08,46888.08,46858.12,46858.13,BEAR,3.8508,0.077,-1.3356,0.3468,46860.0,0,0,0,2,YES,NO
2022-01-01 03:21,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46858.12,46874.6,46856.22,46863.17,BULL,2.2596,0.045,0.326,0.1443,46855.0,0,0,0,2,YES,NO
2022-01-01 03:22,BTCUSDT,1m,BULL_ABSORPTION,LONG,46863.16,46865.38,46840.77,46851.62,BEAR,3.503,0.07,-1.231,0.3514,46840.0,0,0,0,1,NO,NO
2022-01-01 03:23,BTCUSDT,1m,NONE,—,46851.63,46851.63,46805.59,46806.21,BEAR,12.3273,0.246,-6.5475,0.5311,46805.0,0,9,0,2,N/A,NO
2022-01-01 03:24,BTCUSDT,1m,BULL_ABSORPTION,LONG,46805.6,46810.13,46777.0,46791.02,BEAR,52.4202,1.045,-22.211,0.4237,46775.0,0,0,0,2,YES,NO
2022-01-01 03:25,BTCUSDT,1m,NONE,—,46791.02,46822.33,46791.02,46809.0,BULL,14.7402,0.294,2.2146,0.1502,46790.0,0,0,0,1,N/A,NO
2022-01-01 03:26,BTCUSDT,1m,BULL_ABSORPTION,LONG,46809.0,46809.01,46798.89,46808.74,BEAR,15.4376,0.308,-0.7456,0.0483,46800.0,0,0,0,1,NO,NO
2022-01-01 03:27,BTCUSDT,1m,BULL_ABSORPTION,LONG,46808.74,46808.75,46791.0,46805.27,BEAR,14.3072,0.285,-8.4184,0.5884,46790.0,0,4,0,2,YES,NO
2022-01-01 03:28,BTCUSDT,1m,BULL_INITIATION,LONG,46805.28,46837.42,46805.27,46827.14,BULL,11.8572,0.236,5.9784,0.5042,46805.0,6,0,0,3,NO,NO
2022-01-01 03:29,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46827.15,46842.21,46809.15,46809.15,BEAR,13.8754,0.277,-6.3336,0.4565,46810.0,0,0,0,2,NO,NO
2022-01-01 03:30,BTCUSDT,1m,CVD_DIV,SHORT,46809.16,46854.33,46809.15,46838.12,BULL,9.7398,0.194,3.3948,0.3485,46810.0,0,0,0,1,YES,NO
2022-01-01 03:31,BTCUSDT,1m,NONE,—,46838.13,46842.22,46822.39,46822.43,BEAR,4.8024,0.096,-0.664,0.1383,46820.0,0,0,0,1,N/A,NO
2022-01-01 03:32,BTCUSDT,1m,NONE,—,46822.44,46827.48,46813.2,46813.2,BEAR,10.7961,0.215,-5.1579,0.4778,46815.0,0,0,0,1,N/A,NO
2022-01-01 03:33,BTCUSDT,1m,DELTA_DIV,SHORT,46813.21,46860.89,46813.2,46853.8,BULL,24.628,0.491,-6.1,0.2477,46815.0,0,0,0,2,YES,NO
2022-01-01 03:34,BTCUSDT,1m,BULL_ABSORPTION,LONG,46853.81,46856.13,46842.77,46853.73,BEAR,9.5298,0.19,-5.4132,0.568,46845.0,0,3,0,2,NO,NO
2022-01-01 03:35,BTCUSDT,1m,BULL_ABSORPTION,LONG,46853.73,46853.73,46830.0,46852.24,BEAR,11.632,0.232,-3.202,0.2753,46830.0,0,0,0,1,YES,NO
2022-01-01 03:36,BTCUSDT,1m,BULL_ABSORPTION,LONG,46852.24,46865.8,46838.62,46865.36,BULL,7.1345,0.142,-1.1555,0.162,46840.0,0,0,0,2,NO,NO
2022-01-01 03:37,BTCUSDT,1m,BULL_ABSORPTION,LONG,46865.36,46865.36,46853.8,46861.42,BEAR,1.7594,0.035,-0.0338,0.0192,46855.0,0,0,0,1,NO,NO
2022-01-01 03:38,BTCUSDT,1m,NONE,—,46861.43,46862.0,46830.37,46835.55,BEAR,6.1176,0.122,-1.3752,0.2248,46830.0,0,0,0,1,N/A,NO
2022-01-01 03:39,BTCUSDT,1m,BULL_ABSORPTION,LONG,46835.55,46853.71,46832.28,46846.74,BULL,2.8764,0.057,-0.3148,0.1094,46830.0,0,0,0,1,YES,NO
2022-01-01 03:40,BTCUSDT,1m,BULL_ABSORPTION,LONG,46846.74,46853.81,46840.42,46853.8,BULL,3.2721,0.065,1.0785,0.3296,46840.0,0,0,0,1,YES,NO
2022-01-01 03:41,BTCUSDT,1m,BULL_INITIATION,LONG,46853.81,46883.68,46846.38,46868.24,BULL,23.3317,0.465,15.2579,0.654,46845.0,7,0,0,2,YES,NO
2022-01-01 03:42,BTCUSDT,1m,BULL_ABSORPTION,LONG,46868.25,46884.88,46862.38,46871.93,BULL,4.4384,0.088,-1.532,0.3452,46860.0,0,0,0,2,YES,NO
2022-01-01 03:43,BTCUSDT,1m,NONE,—,46871.94,46900.0,46868.66,46892.17,BULL,9.4422,0.188,3.0018,0.3179,46870.0,0,0,0,1,N/A,NO
2022-01-01 03:44,BTCUSDT,1m,NONE,—,46892.18,46892.18,46867.98,46867.98,BEAR,2.8055,0.056,-0.4255,0.1517,46870.0,0,0,0,1,N/A,NO
2022-01-01 03:45,BTCUSDT,1m,NONE,—,46867.98,46894.61,46867.98,46886.06,BULL,8.648,0.172,-1.163,0.1345,46870.0,0,0,0,1,N/A,NO
2022-01-01 03:46,BTCUSDT,1m,BULL_ABSORPTION,LONG,46886.07,46898.99,46881.75,46885.7,BEAR,4.6362,0.092,-0.4548,0.0981,46880.0,0,0,0,2,NO,NO
2022-01-01 03:47,BTCUSDT,1m,NONE,—,46885.7,46886.2,46866.11,46866.88,BEAR,6.59,0.131,-0.1356,0.0206,46865.0,0,0,0,1,N/A,NO
2022-01-01 03:48,BTCUSDT,1m,NONE,—,46866.89,46876.34,46853.88,46859.21,BEAR,7.6124,0.152,0.2028,0.0266,46855.0,0,0,0,1,N/A,NO
2022-01-01 03:49,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46859.21,46865.51,46825.24,46825.25,BEAR,4.5264,0.09,-1.1744,0.2595,46825.0,0,0,0,1,NO,NO
2022-01-01 03:50,BTCUSDT,1m,BULL_ABSORPTION,LONG,46825.25,46825.25,46813.4,46817.01,BEAR,4.694,0.094,-1.732,0.369,46815.0,0,0,0,1,NO,NO
2022-01-01 03:51,BTCUSDT,1m,NONE,—,46817.01,46818.17,46813.2,46815.18,BEAR,9.9346,0.198,-1.9066,0.1919,46815.0,0,0,0,1,N/A,NO
2022-01-01 03:52,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46815.17,46829.23,46813.2,46813.21,BEAR,21.7035,0.433,-17.0877,0.7873,46815.0,0,3,0,2,NO,NO
2022-01-01 03:53,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46813.2,46851.07,46813.2,46848.29,BULL,6.4912,0.129,3.8496,0.593,46815.0,8,0,0,3,NO,NO
2022-01-01 03:54,BTCUSDT,1m,NONE,—,46848.29,46870.0,46838.69,46863.64,BULL,7.059,0.141,3.1938,0.4524,46840.0,0,0,0,1,N/A,NO
2022-01-01 03:55,BTCUSDT,1m,BULL_ABSORPTION,LONG,46863.64,46870.86,46842.13,46859.01,BEAR,5.9382,0.118,0.8646,0.1456,46840.0,0,0,0,1,NO,NO
2022-01-01 03:56,BTCUSDT,1m,NONE,—,46859.01,46860.92,46851.71,46851.72,BEAR,2.28,0.045,-0.93,0.4079,46850.0,0,0,0,1,N/A,NO
2022-01-01 03:57,BTCUSDT,1m,NONE,—,46851.71,46851.72,46813.21,46815.3,BEAR,10.9304,0.218,-7.364,0.6737,46815.0,0,8,0,2,N/A,NO
2022-01-01 03:58,BTCUSDT,1m,DELTA_DIV,SHORT,46815.3,46823.47,46813.22,46822.52,BULL,5.4762,0.109,-3.373,0.6159,46815.0,0,2,0,1,YES,NO
2022-01-01 03:59,BTCUSDT,1m,NONE,—,46822.53,46822.53,46813.2,46813.2,BEAR,27.147,0.541,-25.0034,0.921,46815.0,0,2,0,1,N/A,NO
2022-01-01 04:00,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46813.21,46848.47,46813.2,46848.46,BULL,11.0313,0.22,6.2825,0.5695,46815.0,7,0,0,3,YES,NO
2022-01-01 04:01,BTCUSDT,1m,BULL_ABSORPTION,LONG,46848.47,46849.94,46831.87,46846.05,BEAR,5.34,0.106,0.1616,0.0303,46830.0,0,0,0,2,NO,NO
2022-01-01 04:02,BTCUSDT,1m,DELTA_DIV,LONG,46846.05,46846.06,46830.07,46832.44,BEAR,7.6272,0.152,3.4482,0.4521,46830.0,0,0,0,1,YES,NO
2022-01-01 04:03,BTCUSDT,1m,NONE,—,46832.44,46844.93,46832.43,46841.48,BULL,3.1182,0.062,0.7958,0.2552,46830.0,0,0,0,1,N/A,NO
2022-01-01 04:04,BTCUSDT,1m,NONE,—,46841.47,46868.72,46841.47,46860.13,BULL,6.4375,0.128,2.7765,0.4313,46840.0,0,0,0,1,N/A,NO
2022-01-01 04:05,BTCUSDT,1m,DELTA_DIV,SHORT,46864.26,46877.67,46859.96,46875.81,BULL,6.43,0.128,-1.9444,0.3024,46860.0,0,0,0,1,YES,NO
2022-01-01 04:06,BTCUSDT,1m,NONE,—,46875.81,46887.33,46840.0,46840.01,BEAR,13.8429,0.276,-0.9441,0.0682,46840.0,0,0,0,1,N/A,NO
2022-01-01 04:07,BTCUSDT,1m,NONE,—,46840.0,46861.96,46840.0,46850.38,BULL,6.874,0.137,-0.5892,0.0857,46840.0,0,0,0,1,N/A,NO
2022-01-01 04:08,BTCUSDT,1m,NONE,—,46850.37,46859.85,46840.79,46843.85,BEAR,1.9272,0.038,-0.3208,0.1665,46840.0,0,0,0,1,N/A,NO
2022-01-01 04:09,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46843.84,46857.53,46835.03,46839.04,BEAR,3.3644,0.067,-1.3948,0.4146,46835.0,0,0,0,1,NO,NO
2022-01-01 04:10,BTCUSDT,1m,BULL_ABSORPTION,LONG,46840.99,46845.8,46822.34,46845.79,BULL,5.689,0.113,0.513,0.0902,46820.0,0,0,0,1,NO,NO
2022-01-01 04:11,BTCUSDT,1m,BULL_ABSORPTION,LONG,46845.79,46845.8,46842.64,46845.61,BEAR,3.9805,0.079,-1.0107,0.2539,46845.0,0,0,0,1,NO,NO
2022-01-01 04:12,BTCUSDT,1m,NONE,—,46845.6,46845.61,46800.0,46800.0,BEAR,52.9263,1.055,-52.0371,0.9832,46800.0,0,9,0,2,N/A,NO
2022-01-01 04:13,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46800.0,46819.74,46778.4,46783.29,BEAR,16.1512,0.322,-0.3656,0.0226,46780.0,0,0,0,2,YES,NO
2022-01-01 04:14,BTCUSDT,1m,NONE,—,46783.29,46783.3,46630.23,46648.04,BEAR,119.7313,2.387,-30.7489,0.2568,46630.0,0,0,0,2,N/A,NO
2022-01-01 04:15,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46648.04,46705.39,46640.5,46675.44,BULL,21.0925,0.421,4.8607,0.2304,46640.0,0,0,0,1,YES,NO
2022-01-01 04:16,BTCUSDT,1m,BULL_ABSORPTION,LONG,46675.43,46704.11,46591.23,46673.22,BEAR,55.9199,1.115,-25.5139,0.4563,46590.0,0,0,0,2,NO,NO
2022-01-01 04:17,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46673.22,46691.52,46658.57,46658.57,BEAR,18.3316,0.365,9.1238,0.4977,46660.0,0,0,0,2,YES,NO
2022-01-01 04:18,BTCUSDT,1m,NONE,—,46658.58,46658.58,46624.52,46629.99,BEAR,9.66,0.193,-0.413,0.0428,46625.0,0,0,0,1,N/A,NO
2022-01-01 04:19,BTCUSDT,1m,NONE,—,46629.99,46639.48,46623.49,46632.61,BULL,12.9999,0.259,1.8393,0.1415,46625.0,0,0,0,1,N/A,NO
2022-01-01 04:20,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46632.61,46680.0,46630.16,46680.0,BULL,7.168,0.143,1.906,0.2659,46630.0,0,0,0,1,YES,NO
2022-01-01 04:21,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46679.99,46693.89,46658.42,46668.68,BEAR,6.097,0.122,0.4648,0.0762,46660.0,0,0,0,1,NO,NO
2022-01-01 04:22,BTCUSDT,1m,NONE,—,46664.25,46700.65,46664.25,46690.23,BULL,10.6232,0.212,2.6376,0.2483,46665.0,0,0,0,1,N/A,NO
2022-01-01 04:23,BTCUSDT,1m,BULL_ABSORPTION,LONG,46695.05,46695.05,46650.0,46669.45,BEAR,9.6228,0.192,1.953,0.203,46650.0,0,0,0,2,NO,NO
2022-01-01 04:24,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46669.46,46682.13,46652.52,46662.11,BEAR,3.951,0.079,-0.525,0.1329,46655.0,0,0,0,1,NO,NO
2022-01-01 04:25,BTCUSDT,1m,NONE,—,46662.1,46700.65,46662.1,46690.83,BULL,9.7368,0.194,0.8136,0.0836,46660.0,0,0,0,1,N/A,NO
2022-01-01 04:26,BTCUSDT,1m,NONE,—,46690.83,46714.73,46686.81,46706.95,BULL,11.658,0.232,7.7448,0.6643,46685.0,6,0,0,2,N/A,NO
2022-01-01 04:27,BTCUSDT,1m,BULL_ABSORPTION,LONG,46706.95,46720.13,46681.85,46699.43,BEAR,12.8024,0.255,-6.5416,0.511,46680.0,0,8,0,2,YES,NO
2022-01-01 04:28,BTCUSDT,1m,DELTA_DIV,SHORT,46699.43,46714.17,46695.49,46714.16,BULL,7.3288,0.146,-4.1072,0.5604,46695.0,0,4,0,2,YES,NO
2022-01-01 04:29,BTCUSDT,1m,BULL_ABSORPTION,LONG,46714.17,46718.99,46700.81,46708.14,BEAR,2.9244,0.058,0.0804,0.0275,46700.0,0,0,0,1,NO,NO
2022-01-01 04:30,BTCUSDT,1m,NONE,—,46708.13,46708.3,46680.0,46686.63,BEAR,9.3534,0.186,-1.3554,0.1449,46680.0,0,0,0,1,N/A,NO
2022-01-01 04:31,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46686.64,46704.41,46674.34,46677.5,BEAR,6.78,0.135,0.3648,0.0538,46675.0,0,0,0,1,NO,NO
2022-01-01 04:32,BTCUSDT,1m,BULL_ABSORPTION,LONG,46677.51,46694.03,46660.76,46691.51,BULL,17.0772,0.34,8.1284,0.476,46660.0,0,0,0,2,YES,NO
2022-01-01 04:33,BTCUSDT,1m,BULL_ABSORPTION,LONG,46691.51,46696.96,46677.62,46693.95,BULL,3.2728,0.065,-0.06,0.0183,46680.0,0,0,0,1,NO,NO
2022-01-01 04:34,BTCUSDT,1m,NONE,—,46693.96,46693.96,46666.99,46667.0,BEAR,5.2735,0.105,-3.9425,0.7476,46665.0,0,5,0,2,N/A,NO
2022-01-01 04:35,BTCUSDT,1m,NONE,—,46667.0,46674.45,46639.18,46648.36,BEAR,7.2429,0.144,-0.6489,0.0896,46640.0,0,0,0,1,N/A,NO
2022-01-01 04:36,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46648.37,46675.8,46646.37,46652.78,BULL,33.8142,0.674,-24.7386,0.7316,46645.0,0,6,0,3,NO,NO
